Category,Location,Map,Names,Permit
[u'\r\n\t\t\t\tType: School Cafeteria \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1830 CONSTITUTION AVE NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=1830 CONSTITUTION AVE NE WASHINGTON, DC 20002",ELIOT-HINE MIDDLE SCHOOL,?a=inspections&permitID=4767
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t427 11TH ST NW WASHINGTON, DC 20004']","http://maps.google.com/maps?q=427 11TH ST NW WASHINGTON, DC 20004",ELISIR RISTORANTE,?a=inspections&permitID=6303
[u'\r\n\t\t\t\tType: Unknown \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t427 11TH ST NW WASHINGTON, DC 20004']","http://maps.google.com/maps?q=427 11TH ST NW WASHINGTON, DC 20004",ELISIR RISTORANTE,?a=inspections&permitID=6116
[u'\r\n\t\t\t\tType: Caterer \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1369 NEW YORK AVE NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=1369 NEW YORK AVE NE WASHINGTON, DC 20002",ELITE GROUP SOLUTIONS,?a=inspections&permitID=189269
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t901 F ST NW WASHINGTON, DC 20004']","http://maps.google.com/maps?q=901 F ST NW WASHINGTON, DC 20004",ELLA'S WOOD HOUSE,?a=inspections&permitID=4028
[u'\r\n\t\t\t\tType: School Cafeteria \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3500 R ST NW WASHINGTON, DC 20007']","http://maps.google.com/maps?q=3500 R ST NW WASHINGTON, DC 20007",ELLINGTON SCHOOL OF THE ARTS,?a=inspections&permitID=6084
[u'\r\n\t\t\t\tType: School Cafeteria \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3500 R ST NW WASHINGTON, DC 20007']","http://maps.google.com/maps?q=3500 R ST NW WASHINGTON, DC 20007",ELLINGTON SCHOOL OF THE ARTS,?a=inspections&permitID=5414
[u'\r\n\t\t\t\tType: School Cafeteria \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2501 11TH ST NW WASHINGTON, DC 20001']","http://maps.google.com/maps?q=2501 11TH ST NW WASHINGTON, DC 20001",ELLINGTON SCHOOL OF THE ARTS @ MEYER,?a=inspections&permitID=173102
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t616 17TH ST NW Washington, DC 20006']","http://maps.google.com/maps?q=616 17TH ST NW Washington, DC 20006",ELLIPSE CAFE,?a=inspections&permitID=3713
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4401 SOUTH CAPITOL ST SW Washington, DC 20032']","http://maps.google.com/maps?q=4401 SOUTH CAPITOL ST SW Washington, DC 20032",ELMIRA GROCERY,?a=inspections&permitID=4564
[u'\r\n\t\t\t\tType: Caterer \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3700 OAKVIEW TER NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=3700 OAKVIEW TER NE WASHINGTON, DC 20017",ELSIE WHITLOW STOKES COMMUNITY FREEDOM PUBLIC CHAR,?a=inspections&permitID=173057
[u'\r\n\t\t\t\tType: School Cafeteria \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3700 OAKVIEW TER NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=3700 OAKVIEW TER NE WASHINGTON, DC 20017",ELSIE WHITLOW STOKES COMMUNITY FREEDOM PUBLIC CHAR,?a=inspections&permitID=93275
[u'\r\n\t\t\t\tType: Caterer \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3700 OAKVIEW TER NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=3700 OAKVIEW TER NE WASHINGTON, DC 20017",ELSIE WHITLOW STOKES COMMUNITY FREEDOM PUBLIC CHAR,?a=inspections&permitID=173057
[u'\r\n\t\t\t\tType: School Cafeteria \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3700 OAKVIEW TER NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=3700 OAKVIEW TER NE WASHINGTON, DC 20017",ELSIE WHITLOW STOKES COMMUNITY FREEDOM PUBLIC CHAR,?a=inspections&permitID=93275
[u'\r\n\t\t\t\tType: Caterer \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3700 OAKVIEW TER NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=3700 OAKVIEW TER NE WASHINGTON, DC 20017",ELSIE WHITLOW STOKES COMMUNITY FREEDOM PUBLIC CHAR,?a=inspections&permitID=173057
[u'\r\n\t\t\t\tType: School Cafeteria \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3700 OAKVIEW TER NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=3700 OAKVIEW TER NE WASHINGTON, DC 20017",ELSIE WHITLOW STOKES COMMUNITY FREEDOM PUBLIC CHAR,?a=inspections&permitID=93275
[u'\r\n\t\t\t\tType: School Cafeteria \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3700 OAKVIEW TER NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=3700 OAKVIEW TER NE WASHINGTON, DC 20017",ELSIE WHITLOW STOKES COMMUNITY FREEDOM PUBLIC CHAR,?a=inspections&permitID=5010
[u'\r\n\t\t\t\tType: Food Products \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2200 P ST NW WASHINGTON, DC 20037']","http://maps.google.com/maps?q=2200 P ST NW WASHINGTON, DC 20037",EMBASSY SERVICE CENTER,?a=inspections&permitID=2533
[u'\r\n\t\t\t\tType: Hotel \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5335 WISCONSIN AVE NW Washington, DC 20015']","http://maps.google.com/maps?q=5335 WISCONSIN AVE NW Washington, DC 20015",EMBASSY SUITES CHEVY CHASE,?a=inspections&permitID=3538
[u'\r\n\t\t\t\tType: Hotel \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1250 22ND ST NW Washington, DC 20037']","http://maps.google.com/maps?q=1250 22ND ST NW Washington, DC 20037",EMBASSY SUITES HOTEL - TRATTORIA NICOLA'S,?a=inspections&permitID=7049
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1250 22ND ST NW Washington, DC 20037']","http://maps.google.com/maps?q=1250 22ND ST NW Washington, DC 20037",EMBASSY SUITES HOTEL - TRATTORIA NICOLA'S,?a=inspections&permitID=1556
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t80 F ST NW Washington, DC 20001']","http://maps.google.com/maps?q=80 F ST NW Washington, DC 20001",EMBERS GRILL,?a=inspections&permitID=7043
[u'\r\n\t\t\t\tType: Caterer \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1110 CONGRESS ST NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=1110 CONGRESS ST NE WASHINGTON, DC 20002",EMBITTERMENT,?a=inspections&permitID=187345
[u'\r\n\t\t\t\tType: School Cafeteria \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1720 First ST NW WASHINGTON, DC 20002']","http://maps.google.com/maps?q=1720 First ST NW WASHINGTON, DC 20002",EMERY EDUCATION CAMPUS,?a=inspections&permitID=5174
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2032 P ST NW Washington, DC 20036']","http://maps.google.com/maps?q=2032 P ST NW Washington, DC 20036",EMISSARY,?a=inspections&permitID=189296
[u'\r\n\t\t\t\tType: Caterer \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1110 CONGRESS ST NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=1110 CONGRESS ST NE WASHINGTON, DC 20002",EMMA'S BAKE SHOP,?a=inspections&permitID=187350
[u'\r\n\t\t\t\tType: Bakery \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6224 GEORGIA AVE NW Washington, DC 20011']","http://maps.google.com/maps?q=6224 GEORGIA AVE NW Washington, DC 20011",ENAT ETHIOPIA,?a=inspections&permitID=147605
[u'\r\n\t\t\t\tType: Bakery \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6224 GEORGIA AVE NW Washington, DC 20011']","http://maps.google.com/maps?q=6224 GEORGIA AVE NW Washington, DC 20011",ENAT ETHIOPIA,?a=inspections&permitID=3744
[u'\r\n\t\t\t\tType: Grocery Store \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6224 GEORGIA AVE NW Washington, DC 20011']","http://maps.google.com/maps?q=6224 GEORGIA AVE NW Washington, DC 20011",ENAT ETHIOPIA,?a=inspections&permitID=6194
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2810 PENNSYLVANIA AVE NW WASHINGTON, DC 20007']","http://maps.google.com/maps?q=2810 PENNSYLVANIA AVE NW WASHINGTON, DC 20007",ENO WINE BAR (n),?a=inspections&permitID=147911
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2020 P ST NW Washington, DC 20036']","http://maps.google.com/maps?q=2020 P ST NW Washington, DC 20036",Eola Restaurant,?a=inspections&permitID=2433
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1201 CONSTITUTION AVE NW Washington, DC 20004']","http://maps.google.com/maps?q=1201 CONSTITUTION AVE NW Washington, DC 20004",EPA SNACK BAR (5TH FL),?a=inspections&permitID=147981
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4250 CONNECTICUT AVE NW WASHINGTON, DC 20008']","http://maps.google.com/maps?q=4250 CONNECTICUT AVE NW WASHINGTON, DC 20008",EPICUREAN AND COMPANY,?a=inspections&permitID=3234
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3700 O ST NW WASHINGTON, DC 20057']","http://maps.google.com/maps?q=3700 O ST NW WASHINGTON, DC 20057",EPICUREAN AND COMPANY,?a=inspections&permitID=3099
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t818 CONNECTICUT AVE NW Washington, DC 20006']","http://maps.google.com/maps?q=818 CONNECTICUT AVE NW Washington, DC 20006",EQUINOX RESTAURANT,?a=inspections&permitID=3980
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3070 MOUNT PLEASANT ST NW Washington, DC 20010']","http://maps.google.com/maps?q=3070 MOUNT PLEASANT ST NW Washington, DC 20010",ERCILLA'S RESTAURANT (d),?a=inspections&permitID=2842
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1214 18TH ST NW WASHINGTON, DC 20036']","http://maps.google.com/maps?q=1214 18TH ST NW WASHINGTON, DC 20036",ERITREAN CULTRUAL AND CIVIC CENTER,?a=inspections&permitID=188849
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t600 L ST NW Washington, DC 20001']","http://maps.google.com/maps?q=600 L ST NW Washington, DC 20001",ERITREAN CULTURAL & CIVIC CENTER,?a=inspections&permitID=3628
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3322 GEORGIA AVE NW WASHINGTON, DC 20010']","http://maps.google.com/maps?q=3322 GEORGIA AVE NW WASHINGTON, DC 20010",ESENCIAS PANAMENAS RESTAURANT,?a=inspections&permitID=187621
[u'\r\n\t\t\t\tType: Bakery \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t829 KENNEDY ST NW Washington, DC 20011']","http://maps.google.com/maps?q=829 KENNEDY ST NW Washington, DC 20011",ESHET INJERA,?a=inspections&permitID=3992
[u'\r\n\t\t\t\tType: Grocery Store \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t829 KENNEDY ST NW Washington, DC 20011']","http://maps.google.com/maps?q=829 KENNEDY ST NW Washington, DC 20011",ESHET INJERA,?a=inspections&permitID=93290
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1250 9TH ST NW WASHINGTON, DC 20001']","http://maps.google.com/maps?q=1250 9TH ST NW WASHINGTON, DC 20001",ESPITA MEZCALERIA,?a=inspections&permitID=188328
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t600 CONSTITUTION AVE NW WASHINGTON, DC 20565']","http://maps.google.com/maps?q=600 CONSTITUTION AVE NW WASHINGTON, DC 20565",ESPRESSO CENTER,?a=inspections&permitID=3626
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1331 PENNSYLVANIA AVE NW WASHINGTON, DC 20004']","http://maps.google.com/maps?q=1331 PENNSYLVANIA AVE NW WASHINGTON, DC 20004",ESPRINTO CAFE,?a=inspections&permitID=5293
[u'\r\n\t\t\t\tType: Caterer \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2619 EVARTS ST NE WASHINGTON, DC 20018']","http://maps.google.com/maps?q=2619 EVARTS ST NE WASHINGTON, DC 20018",ESSSENTIAL ONE,?a=inspections&permitID=188663
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1520 14TH ST NW WASHINGTON, DC 20006']","http://maps.google.com/maps?q=1520 14TH ST NW WASHINGTON, DC 20006",ESTADIO RESTAURANT (n) (HACCP PENDING),?a=inspections&permitID=5195
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5120 MACARTHUR BLVD NW Washington, DC 20016']","http://maps.google.com/maps?q=5120 MACARTHUR BLVD NW Washington, DC 20016",ET VOILA RESTAURANT,?a=inspections&permitID=3459
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1942 9TH ST NW WASHINGTON, DC 20001']","http://maps.google.com/maps?q=1942 9TH ST NW WASHINGTON, DC 20001",ETETE RESTAURANT(n),?a=inspections&permitID=2336
[u'\r\n\t\t\t\tType: Grocery Store \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2737 SHERMAN AVE NW Washington, DC 20001']","http://maps.google.com/maps?q=2737 SHERMAN AVE NW Washington, DC 20001",ETHIO SHERMAN MARKET,?a=inspections&permitID=2768
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4630 14TH ST NW Washington, DC 20011']","http://maps.google.com/maps?q=4630 14TH ST NW Washington, DC 20011",ETHIOPIA  RESTAURANT AND MARKET,?a=inspections&permitID=7214
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4630 14TH ST NW Washington, DC 20011']","http://maps.google.com/maps?q=4630 14TH ST NW Washington, DC 20011",ETHIOPIA  RESTAURANT AND MARKET,?a=inspections&permitID=3347
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4630 14TH ST NW Washington, DC 20011']","http://maps.google.com/maps?q=4630 14TH ST NW Washington, DC 20011",ETHIOPIA  RESTAURANT AND MARKET,?a=inspections&permitID=6772
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t401 H ST NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=401 H ST NE WASHINGTON, DC 20002",ETHIOPIC RESTAURANT (n),?a=inspections&permitID=5915
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1541 14TH ST NW WASHINGTON, DC 20005']","http://maps.google.com/maps?q=1541 14TH ST NW WASHINGTON, DC 20005",ETTO RESTAURANT (n),?a=inspections&permitID=147616
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t610 RHODE ISLAND AVE NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=610 RHODE ISLAND AVE NE WASHINGTON, DC 20002",EVENTS BY B & B,?a=inspections&permitID=147640
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t610 RHODE ISLAND AVE NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=610 RHODE ISLAND AVE NE WASHINGTON, DC 20002",EVENTS BY B & B,?a=inspections&permitID=1144
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1300 PENNSYLVANIA AVE NW WASHINGTON, DC 20004']","http://maps.google.com/maps?q=1300 PENNSYLVANIA AVE NW WASHINGTON, DC 20004",EVERYTHING YOGURT & SALAD CAFE,?a=inspections&permitID=1595
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t341 Cedar ST NW WASHINGTON, DC 20012']","http://maps.google.com/maps?q=341 Cedar ST NW WASHINGTON, DC 20012",EVOLVE VEGAN RESTAURANT (N),?a=inspections&permitID=172322
[u'\r\n\t\t\t\tType: School Cafeteria \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2501 MARTIN LUTHER KING JR AVE SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=2501 MARTIN LUTHER KING JR AVE SE WASHINGTON, DC 20020",EXCEL ACADEMY PUBLIC CHARTER SCHOOL,?a=inspections&permitID=5011
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1000 INDEPENDENCE AVE SW 6-B-037 WASHINGTON, DC 20585']","http://maps.google.com/maps?q=1000 INDEPENDENCE AVE SW WASHINGTON, DC 20585",EXECUTIVE CAFE NUMBER 30 (6TH FLOOR) Randolph-Shep,?a=inspections&permitID=147970
[u'\r\n\t\t\t\tType: Food Products \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1000 INDEPENDENCE AVE SW 6-B-037 WASHINGTON, DC 20585']","http://maps.google.com/maps?q=1000 INDEPENDENCE AVE SW WASHINGTON, DC 20585",EXECUTIVE CAFE NUMBER 30 (6TH FLOOR) Randolph-Shep,?a=inspections&permitID=4446
[u'\r\n\t\t\t\tType: Food Products \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1000 INDEPENDENCE AVE SW 6-B-037 WASHINGTON, DC 20585']","http://maps.google.com/maps?q=1000 INDEPENDENCE AVE SW WASHINGTON, DC 20585",EXECUTIVE CAFE NUMBER 30 (6TH FLOOR) Randolph-Shep,?a=inspections&permitID=101242
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1445 NEW YORK AVE NW Washington, DC 20001']","http://maps.google.com/maps?q=1445 NEW YORK AVE NW Washington, DC 20001",EXECUTIVE DINING ROOM,?a=inspections&permitID=1832
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1200 NEW JERSEY AVE SE Washington, DC 20003']","http://maps.google.com/maps?q=1200 NEW JERSEY AVE SE Washington, DC 20003",EXECUTIVE DINING ROOM,?a=inspections&permitID=4101
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2201 C ST NW Washington, DC 20520']","http://maps.google.com/maps?q=2201 C ST NW Washington, DC 20520",EXECUTIVE DINING ROOM(001),?a=inspections&permitID=2535
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t801 MOUNT VERNON PL NW Washington, DC 20001']","http://maps.google.com/maps?q=801 MOUNT VERNON PL NW Washington, DC 20001",EXECUTIVE ORDERS,?a=inspections&permitID=3941
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1610 U ST NW Washington, DC 20009']","http://maps.google.com/maps?q=1610 U ST NW Washington, DC 20009",EXILES,?a=inspections&permitID=188712
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2409 18th ST NW WASHINGTON, DC 20009']","http://maps.google.com/maps?q=2409 18th ST NW WASHINGTON, DC 20009",EXOTIC HOOKA LOUNGE (n),?a=inspections&permitID=187337
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1928 9TH ST NW WASHINGTON, DC 20001']","http://maps.google.com/maps?q=1928 9TH ST NW WASHINGTON, DC 20001",EXPO RESTAURANT & CLUB (n) (s),?a=inspections&permitID=2319
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1223 GOOD HOPE RD SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=1223 GOOD HOPE RD SE WASHINGTON, DC 20020",EXPRESS MARKET,?a=inspections&permitID=5893
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t111 MICHIGAN AVE NW Washington, DC 20010']","http://maps.google.com/maps?q=111 MICHIGAN AVE NW Washington, DC 20010",EXPRESSO HOUSE,?a=inspections&permitID=1387
[u'\r\n\t\t\t\tType: Food Products \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3436 18TH ST NE WASHINGTON, DC 20018']","http://maps.google.com/maps?q=3436 18TH ST NE WASHINGTON, DC 20018",EXXON,?a=inspections&permitID=188380
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2150 M ST NW Washington, DC 20037']","http://maps.google.com/maps?q=2150 M ST NW Washington, DC 20037",EXXON,?a=inspections&permitID=2520
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2150 M ST NW Washington, DC 20037']","http://maps.google.com/maps?q=2150 M ST NW Washington, DC 20037",EXXON,?a=inspections&permitID=137275
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3535 CONNECTICUT AVE NW Washington, DC 20008']","http://maps.google.com/maps?q=3535 CONNECTICUT AVE NW Washington, DC 20008",EXXON TIGER MART,?a=inspections&permitID=3073
[u'\r\n\t\t\t\tType: Food Products \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t425 I ST NW Washington, DC 20001']","http://maps.google.com/maps?q=425 I ST NW Washington, DC 20001",EYE STREET CELLARS,?a=inspections&permitID=172289
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1575 I ST NW Washington, DC 20005']","http://maps.google.com/maps?q=1575 I ST NW Washington, DC 20005",EYE STREET GRILL,?a=inspections&permitID=173182
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1575 I ST NW Washington, DC 20005']","http://maps.google.com/maps?q=1575 I ST NW Washington, DC 20005",EYE STREET GRILLE,?a=inspections&permitID=1904
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t802 13TH ST NE Washington, DC 20002']","http://maps.google.com/maps?q=802 13TH ST NE Washington, DC 20002",EZIGBO CATERING,?a=inspections&permitID=6158
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2016 P ST NW STE 2 Washington, DC 20036']","http://maps.google.com/maps?q=2016 P ST NW Washington, DC 20036",EZME RESTAURANT & WINE BAR(n),?a=inspections&permitID=5578
[u'\r\n\t\t\t\tType: Delicatessen \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t800 INDEPENDENCE AVE SW Washington, DC 20024']","http://maps.google.com/maps?q=800 INDEPENDENCE AVE SW Washington, DC 20024",FAA BUILDING SNACK BAR,?a=inspections&permitID=4609
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t800 INDEPENDENCE AVE SW Washington, DC 20024']","http://maps.google.com/maps?q=800 INDEPENDENCE AVE SW Washington, DC 20024",FAA CAFETERIA,?a=inspections&permitID=6462
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t800 INDEPENDENCE AVE SW Washington, DC 20024']","http://maps.google.com/maps?q=800 INDEPENDENCE AVE SW Washington, DC 20024",FAA CAFETERIA,?a=inspections&permitID=4610
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2424 PENNSYLVANIA AVE NW Washington, DC 20037']","http://maps.google.com/maps?q=2424 PENNSYLVANIA AVE NW Washington, DC 20037",FABULOUS MARKET,?a=inspections&permitID=2654
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2424 PENNSYLVANIA AVE NW Washington, DC 20037']","http://maps.google.com/maps?q=2424 PENNSYLVANIA AVE NW Washington, DC 20037",FABULOUS MARKET,?a=inspections&permitID=187652
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2021 MARTIN LUTHER KING JR AVE SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=2021 MARTIN LUTHER KING JR AVE SE WASHINGTON, DC 20020",FACILITATING LEASDERS IN YOUTH,?a=inspections&permitID=5591
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3800 RESERVOIR RD NW Washington, DC 20057']","http://maps.google.com/maps?q=3800 RESERVOIR RD NW Washington, DC 20057",FACULTY CLUB/MAIN KITCHEN,?a=inspections&permitID=3119
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t804 7TH ST NW WASHINGTON, DC 20001']","http://maps.google.com/maps?q=804 7TH ST NW WASHINGTON, DC 20001",FADO IRISH PUB,?a=inspections&permitID=147391
[u'\r\n\t\t\t\tType: Food Products \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5008 1ST ST NW Washington, DC 20011']","http://maps.google.com/maps?q=5008 1ST ST NW Washington, DC 20011",FAIR LIQUORS,?a=inspections&permitID=3420
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2100 MASSACHUSETTS AVE NW WASHINGTON, DC 20008']","http://maps.google.com/maps?q=2100 MASSACHUSETTS AVE NW WASHINGTON, DC 20008",FAIRFAX HOTEL ON EMBASSY ROW,?a=inspections&permitID=6669
