Category,Location,Map,Names,Permit
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5600 EADS ST NE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=5600 EADS ST NE WASHINGTON, DC 20019",SF-Drew,?a=inspections&permitID=188951
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t101 N ST NW WASHINGTON, DC 20001']","http://maps.google.com/maps?q=101 N ST NW WASHINGTON, DC 20001",SF-Dunbar HS,?a=inspections&permitID=189046
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1700 EAST CAPITOL ST NE WASHINGTON, DC 20003']","http://maps.google.com/maps?q=1700 EAST CAPITOL ST NE WASHINGTON, DC 20003",SF-Eastern HS,?a=inspections&permitID=189088
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t300 EVARTS ST NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=300 EVARTS ST NE WASHINGTON, DC 20002",SF-Edgewood Recreation,?a=inspections&permitID=189220
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1830 CONSTITUTION AVE NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=1830 CONSTITUTION AVE NE WASHINGTON, DC 20002",SF-Eliot-Hine MS,?a=inspections&permitID=188937
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t227 42ND ST NE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=227 42ND ST NE WASHINGTON, DC 20019",SF-Emergent Preparatory Academy,?a=inspections&permitID=189197
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2801 STANTON RD SE WASHINGTON, DC 20005']","http://maps.google.com/maps?q=2801 STANTON RD SE WASHINGTON, DC 20005",SF-Emergent Preparatory Academy 1,?a=inspections&permitID=188964
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2409 AINGER PL SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=2409 AINGER PL SE WASHINGTON, DC 20020",SF-Emmanuel Baptist Church,?a=inspections&permitID=189033
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1610 T ST SE WASHINGTON, DC 20003']","http://maps.google.com/maps?q=1610 T ST SE WASHINGTON, DC 20003","SF-Empowerment Enterprises II,Inc.",?a=inspections&permitID=189122
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t7603 GEORGIA AVE NW WASHINGTON, DC 20011']","http://maps.google.com/maps?q=7603 GEORGIA AVE NW WASHINGTON, DC 20011",SF-Ethiopian Community Center,?a=inspections&permitID=189027
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3700 OAKVIEW TER NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=3700 OAKVIEW TER NE WASHINGTON, DC 20017",SF-EW Stokes,?a=inspections&permitID=188929
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4800 NANNIE HELEN BURROUGHS AVE NE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=4800 NANNIE HELEN BURROUGHS AVE NE WASHINGTON, DC 20019",SF-F.H. Faunteroy Commuity Enrichment,?a=inspections&permitID=189199
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1428 CLIFTON ST NW WASHINGTON, DC 20009']","http://maps.google.com/maps?q=1428 CLIFTON ST NW WASHINGTON, DC 20009",SF-Faircliff Plaza West (LAYC),?a=inspections&permitID=189002
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t300 A ST NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=300 A ST NE WASHINGTON, DC 20002",SF-Faith Tabernacle/Faith 4 the City,?a=inspections&permitID=188947
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1901 MISSISSIPPI AVE SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=1901 MISSISSIPPI AVE SE WASHINGTON, DC 20020",SF-FBR Boys and Girls Club,?a=inspections&permitID=189059
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3999 8TH ST SE WASHINGTON, DC 20032']","http://maps.google.com/maps?q=3999 8TH ST SE WASHINGTON, DC 20032",SF-Ferebee Hope Rec. Center,?a=inspections&permitID=189177
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1763 COLUMBIA RD NW WASHINGTON, DC 20009']","http://maps.google.com/maps?q=1763 COLUMBIA RD NW WASHINGTON, DC 20009",SF-For Love of Children,?a=inspections&permitID=189038
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1400 41ST ST SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=1400 41ST ST SE WASHINGTON, DC 20020",SF-Fort Davis Recreation Center,?a=inspections&permitID=189158
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1812 ERIE ST SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=1812 ERIE ST SE WASHINGTON, DC 20020",SF-Fort Stanton,?a=inspections&permitID=189235
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1327 VAN BUREN ST NW WASHINGTON, DC 20012']","http://maps.google.com/maps?q=1327 VAN BUREN ST NW WASHINGTON, DC 20012",SF-Fort Stevens Recreation Center,?a=inspections&permitID=189095
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3660 ALABAMA AVE SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=3660 ALABAMA AVE SE WASHINGTON, DC 20020",SF-Francis Gregory,?a=inspections&permitID=189156
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1427 Cedar ST SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=1427 Cedar ST SE WASHINGTON, DC 20020",SF-Frederick Douglass,?a=inspections&permitID=189188
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4417 SHERIFF RD NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=4417 SHERIFF RD NE WASHINGTON, DC 20017",SF-Friends of Hope,?a=inspections&permitID=188940
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2705 MARTIN LUTHER KING JR AVE SE WASHINGTON, DC 20032']","http://maps.google.com/maps?q=2705 MARTIN LUTHER KING JR AVE SE WASHINGTON, DC 20032",SF-Friendship  Tech Prep Academy,?a=inspections&permitID=189190
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t645 MILWAUKEE PL SE WASHINGTON, DC 20032']","http://maps.google.com/maps?q=645 MILWAUKEE PL SE WASHINGTON, DC 20032",SF-Friendship PCS Southeast Academy,?a=inspections&permitID=189191
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2401 4TH ST NW WASHINGTON, DC 20059']","http://maps.google.com/maps?q=2401 4TH ST NW WASHINGTON, DC 20059",SF-Girls Inc DC,?a=inspections&permitID=189108
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t820 MICHIGAN AVE NE WASHINGTON, DC 20064']","http://maps.google.com/maps?q=820 MICHIGAN AVE NE WASHINGTON, DC 20064",SF-Global Kids,?a=inspections&permitID=188885
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4401 SHERIFF RD NE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=4401 SHERIFF RD NE WASHINGTON, DC 20019",SF-Good Success Church,?a=inspections&permitID=189111
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4421 JAY ST NE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=4421 JAY ST NE WASHINGTON, DC 20019",SF-Greater Love Church,?a=inspections&permitID=188884
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1802 D ST NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=1802 D ST NE WASHINGTON, DC 20002",SF-Growth Spurts at  D Street,?a=inspections&permitID=189216
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3101 ADAMS ST NE WASHINGTON, DC 20018']","http://maps.google.com/maps?q=3101 ADAMS ST NE WASHINGTON, DC 20018",SF-Growth Spurts at Adams,?a=inspections&permitID=189195
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t60 I ST SW WASHINGTON, DC 20024']","http://maps.google.com/maps?q=60 I ST SW WASHINGTON, DC 20024",SF-Growth Spurts at Bethel,?a=inspections&permitID=188923
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1715 RHODE ISLAND AVE NE WASHINGTON, DC 20018']","http://maps.google.com/maps?q=1715 RHODE ISLAND AVE NE WASHINGTON, DC 20018",SF-Growth Spurts at Judah,?a=inspections&permitID=189223
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1340 HAMILTON ST NW WASHINGTON, DC 20011']","http://maps.google.com/maps?q=1340 HAMILTON ST NW WASHINGTON, DC 20011",SF-Hamilton Recreation Center,?a=inspections&permitID=189083
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1819 35TH ST NW WASHINGTON, DC 20007']","http://maps.google.com/maps?q=1819 35TH ST NW WASHINGTON, DC 20007",SF-Hardy MS,?a=inspections&permitID=189074
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1330 V ST NW WASHINGTON, DC 20001']","http://maps.google.com/maps?q=1330 V ST NW WASHINGTON, DC 20001",SF-Harrison Recreation Center,?a=inspections&permitID=189030
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1743 LINCOLN RD NE WASHINGTON, DC 20005']","http://maps.google.com/maps?q=1743 LINCOLN RD NE WASHINGTON, DC 20005",SF-Harry Thomas Recreation Center,?a=inspections&permitID=189221
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3400 NEW YORK AVE NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=3400 NEW YORK AVE NE WASHINGTON, DC 20002",SF-High Road Primary Programs,?a=inspections&permitID=188939
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3100 DENVER ST SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=3100 DENVER ST SE WASHINGTON, DC 20020",SF-Hillcrest Recreation Center,?a=inspections&permitID=188970
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3500 14TH ST NW WASHINGTON, DC 20010']","http://maps.google.com/maps?q=3500 14TH ST NW WASHINGTON, DC 20010",SF-Hubbard Place Apartments,?a=inspections&permitID=189017
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1351 U ST NW WASHINGTON, DC 20009']","http://maps.google.com/maps?q=1351 U ST NW WASHINGTON, DC 20009",SF-Hung Tao Choy Mei Leadership Institute,?a=inspections&permitID=189029
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3737 12TH ST NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=3737 12TH ST NE WASHINGTON, DC 20017",SF-I Care CDC,?a=inspections&permitID=189207
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6130 NORTH CAPITOL ST NW WASHINGTON, DC 20011']","http://maps.google.com/maps?q=6130 NORTH CAPITOL ST NW WASHINGTON, DC 20011",SF-Idea Academy PCS,?a=inspections&permitID=188974
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1027 45TH ST NE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=1027 45TH ST NE WASHINGTON, DC 20019",SF-Idea Public Charter School,?a=inspections&permitID=188889
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6200 KANSAS AVE NE WASHINGTON, DC 20011']","http://maps.google.com/maps?q=6200 KANSAS AVE NE WASHINGTON, DC 20011",SF-Imagine Hope Lamond,?a=inspections&permitID=188883
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t100 N ST SW WASHINGTON, DC 20024']","http://maps.google.com/maps?q=100 N ST SW WASHINGTON, DC 20024",SF-James Creek (HA),?a=inspections&permitID=188926
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1529 PENNSYLVANIA AVE SE WASHINGTON, DC 20003']","http://maps.google.com/maps?q=1529 PENNSYLVANIA AVE SE WASHINGTON, DC 20003",SF-Jan's Tutoring House,?a=inspections&permitID=189238
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t801 7TH ST SW WASHINGTON, DC 20024']","http://maps.google.com/maps?q=801 7TH ST SW WASHINGTON, DC 20024",SF-Jefferson Middle School,?a=inspections&permitID=188917
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3265 S ST NW WASHINGTON, DC 20007']","http://maps.google.com/maps?q=3265 S ST NW WASHINGTON, DC 20007",SF-Jelleff Recreation Center,?a=inspections&permitID=189097
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4309 3RD ST SE WASHINGTON, DC 20032']","http://maps.google.com/maps?q=4309 3RD ST SE WASHINGTON, DC 20032",SF-Jewels New Beginning Learning Center,?a=inspections&permitID=188986
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1631 EUCLID ST NW WASHINGTON, DC 20009']","http://maps.google.com/maps?q=1631 EUCLID ST NW WASHINGTON, DC 20009",SF-JH Teen Renaissance,?a=inspections&permitID=189005
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t660 K ST NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=660 K ST NE WASHINGTON, DC 20002",SF-JO Wilson,?a=inspections&permitID=188894
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1400 BRUCE PL SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=1400 BRUCE PL SE WASHINGTON, DC 20020","SF-Johnson, John Hayden MS",?a=inspections&permitID=189036
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1299 NEAL ST NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=1299 NEAL ST NE WASHINGTON, DC 20002",SF-Joseph Cole Community Center,?a=inspections&permitID=189240
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t7420 GEORGIA AVE NW WASHINGTON, DC 20011']","http://maps.google.com/maps?q=7420 GEORGIA AVE NW WASHINGTON, DC 20011",SF-Juanita Thorton Library,?a=inspections&permitID=189079
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1875 COLUMBIA RD NW WASHINGTON, DC 20011']","http://maps.google.com/maps?q=1875 COLUMBIA RD NW WASHINGTON, DC 20011",SF-Kalorama Recreation Center,?a=inspections&permitID=189068
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t301 49TH ST NE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=301 49TH ST NE WASHINGTON, DC 20019",SF-Kelly Miller MS,?a=inspections&permitID=188938
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4500 QUARLES ST NE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=4500 QUARLES ST NE WASHINGTON, DC 20019",SF-Kenilworth Courts,?a=inspections&permitID=189241
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1401 7TH ST NW WASHINGTON, DC 20036']","http://maps.google.com/maps?q=1401 7TH ST NW WASHINGTON, DC 20036",SF-Kennedy Recreation Center,?a=inspections&permitID=188914
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t201 N ST SW WASHINGTON, DC 20024']","http://maps.google.com/maps?q=201 N ST SW WASHINGTON, DC 20024",SF-King Greenleaf Recreation Center,?a=inspections&permitID=188927
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1220 12TH ST NW WASHINGTON, DC 20005']","http://maps.google.com/maps?q=1220 12TH ST NW WASHINGTON, DC 20005",SF-King Towers Community Center,?a=inspections&permitID=189012
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1700 Q ST SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=1700 Q ST SE WASHINGTON, DC 20020",SF-Kramer Middle School,?a=inspections&permitID=188963
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1800 Perry ST NE WASHINGTON, DC 20018']","http://maps.google.com/maps?q=1800 Perry ST NE WASHINGTON, DC 20018",SF-LAMB School,?a=inspections&permitID=188930
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t20 TUCKERMAN ST NE WASHINGTON, DC 20011']","http://maps.google.com/maps?q=20 TUCKERMAN ST NE WASHINGTON, DC 20011",SF-Lamond Recreation Center,?a=inspections&permitID=189217
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5401 SOUTH DAKOTA AVE NE WASHINGTON, DC 20011']","http://maps.google.com/maps?q=5401 SOUTH DAKOTA AVE NE WASHINGTON, DC 20011",SF-Lamond Riggs Library,?a=inspections&permitID=189244
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2901 20TH ST NE WASHINGTON, DC 20018']","http://maps.google.com/maps?q=2901 20TH ST NE WASHINGTON, DC 20018",SF-Langdon Park Recreation Center,?a=inspections&permitID=189194
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2600 BENNING RD NE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=2600 BENNING RD NE WASHINGTON, DC 20019",SF-Langston Golf Course,?a=inspections&permitID=189171
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1419 COLUMBIA RD NW WASHINGTON, DC 20009']","http://maps.google.com/maps?q=1419 COLUMBIA RD NW WASHINGTON, DC 20009",SF-Latin American Youth Center,?a=inspections&permitID=189039
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1430 L ST SE WASHINGTON, DC 20003']","http://maps.google.com/maps?q=1430 L ST SE WASHINGTON, DC 20003",SF-Little Lights  1430 Center,?a=inspections&permitID=189121
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t760 7TH ST SE WASHINGTON, DC 20003']","http://maps.google.com/maps?q=760 7TH ST SE WASHINGTON, DC 20003",SF-Little Lights Center,?a=inspections&permitID=189120
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1000 12TH ST SE WASHINGTON, DC 20003']","http://maps.google.com/maps?q=1000 12TH ST SE WASHINGTON, DC 20003",SF-Little Lights Hopkins Center,?a=inspections&permitID=189119
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t515 M ST SE WASHINGTON, DC 20003']","http://maps.google.com/maps?q=515 M ST SE WASHINGTON, DC 20003",SF-Living Classrooms,?a=inspections&permitID=189226
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t301 NEW YORK AVE NW WASHINGTON, DC 20016']","http://maps.google.com/maps?q=301 NEW YORK AVE NW WASHINGTON, DC 20016",SF-Ludlow Taylor Elementary School,?a=inspections&permitID=188882
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1001 MONROE ST NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=1001 MONROE ST NE WASHINGTON, DC 20017",SF-Luke Moore Alternative High School,?a=inspections&permitID=188895
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1500 MISSISSIPPI AVE SE WASHINGTON, DC 20032']","http://maps.google.com/maps?q=1500 MISSISSIPPI AVE SE WASHINGTON, DC 20032",SF-Malcolm X ES @ Green,?a=inspections&permitID=189058
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1351 ALABAMA AVE SE WASHINGTON, DC 20032']","http://maps.google.com/maps?q=1351 ALABAMA AVE SE WASHINGTON, DC 20032",SF-Malcolm X Opportunity Center,?a=inspections&permitID=189061
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3912 GEORGIA AVE NW WASHINGTON, DC 20011']","http://maps.google.com/maps?q=3912 GEORGIA AVE NW WASHINGTON, DC 20011",SF-Mary's Center,?a=inspections&permitID=189050
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1250 CONSTITUTION AVE NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=1250 CONSTITUTION AVE NE WASHINGTON, DC 20002",SF-Maury ES,?a=inspections&permitID=189087
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5600 EAST CAPITOL ST NE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=5600 EAST CAPITOL ST NE WASHINGTON, DC 20019",SF-Maya Angelou PCS,?a=inspections&permitID=188952
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3744.5 HAYES ST NE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=3744.5 HAYES ST NE WASHINGTON, DC 20019",SF-Mayfair Mansion,?a=inspections&permitID=189089
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t151 T ST NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=151 T ST NE WASHINGTON, DC 20002",SF-McKinley Technology HS,?a=inspections&permitID=189251
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3635 6TH ST SE WASHINGTON, DC 20032']","http://maps.google.com/maps?q=3635 6TH ST SE WASHINGTON, DC 20032",SF-Meadow Brook Run,?a=inspections&permitID=188987
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1600 TAYLOR ST NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=1600 TAYLOR ST NE WASHINGTON, DC 20017",SF-Michigan Park Christian Church,?a=inspections&permitID=188931
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t601 15TH ST NE WASHINGTON, DC 20018']","http://maps.google.com/maps?q=601 15TH ST NE WASHINGTON, DC 20018",SF-Miner ES,?a=inspections&permitID=188942
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2616 GEORGIA AVE NW WASHINGTON, DC 20001']","http://maps.google.com/maps?q=2616 GEORGIA AVE NW WASHINGTON, DC 20001",SF-MOMIES - Georgia Avenue,?a=inspections&permitID=189015
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1300 44TH ST NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=1300 44TH ST NE WASHINGTON, DC 20002",SF-MOMIES-Kenilworth Elementary School,?a=inspections&permitID=188888
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6201 5TH ST NW WASHINGTON, DC 20011']","http://maps.google.com/maps?q=6201 5TH ST NW WASHINGTON, DC 20011",SF-MOMIES-Whittier Education Campus,?a=inspections&permitID=189009
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1625 MONTANA AVE NE WASHINGTON, DC 20018']","http://maps.google.com/maps?q=1625 MONTANA AVE NE WASHINGTON, DC 20018",SF-MontanaTerrace  (HA),?a=inspections&permitID=189222
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1565 MORRIS RD SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=1565 MORRIS RD SE WASHINGTON, DC 20020",SF-Moten Elementary School,?a=inspections&permitID=188979
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1565 MORRIS RD SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=1565 MORRIS RD SE WASHINGTON, DC 20020",SF-Moten ES,?a=inspections&permitID=189174
